Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	dN with Chicken	dS with Chicken
ENSTGUG00000009675	ENSTGUG00000009675.2	ENSTGUT00000010084	ENSTGUT00000010084.2	0.2014	0.5854
ENSTGUG00000019665	ENSTGUG00000019665.1	ENSTGUT00000040176	ENSTGUT00000040176.1		
ENSTGUG00000006621	ENSTGUG00000006621.2	ENSTGUT00000035132	ENSTGUT00000035132.1	0.016	0.2342
ENSTGUG00000006621	ENSTGUG00000006621.2	ENSTGUT00000022994	ENSTGUT00000022994.1	0.016	0.2342
ENSTGUG00000006621	ENSTGUG00000006621.2	ENSTGUT00000038060	ENSTGUT00000038060.1	0.016	0.2342
ENSTGUG00000006621	ENSTGUG00000006621.2	ENSTGUT00000006895	ENSTGUT00000006895.2	0.016	0.2342
ENSTGUG00000006621	ENSTGUG00000006621.2	ENSTGUT00000045405	ENSTGUT00000045405.1	0.016	0.2342
ENSTGUG00000011080	ENSTGUG00000011080.2	ENSTGUT00000038627	ENSTGUT00000038627.1	0.2078	0.5096
ENSTGUG00000011080	ENSTGUG00000011080.2	ENSTGUT00000011548	ENSTGUT00000011548.2	0.2078	0.5096
ENSTGUG00000022330	ENSTGUG00000022330.1	ENSTGUT00000037202	ENSTGUT00000037202.1		
ENSTGUG00000005854	ENSTGUG00000005854.2	ENSTGUT00000006148	ENSTGUT00000006148.2	0.0215	0.248
ENSTGUG00000021340	ENSTGUG00000021340.1	ENSTGUT00000027597	ENSTGUT00000027597.1	0.2129	85.3022
ENSTGUG00000025906	ENSTGUG00000025906.1	ENSTGUT00000040086	ENSTGUT00000040086.1		
ENSTGUG00000002932	ENSTGUG00000002932.2	ENSTGUT00000021848	ENSTGUT00000021848.1	0.0453	0.2678
ENSTGUG00000002932	ENSTGUG00000002932.2	ENSTGUT00000044842	ENSTGUT00000044842.1	0.0453	0.2678
ENSTGUG00000002932	ENSTGUG00000002932.2	ENSTGUT00000003065	ENSTGUT00000003065.2	0.0453	0.2678
ENSTGUG00000002932	ENSTGUG00000002932.2	ENSTGUT00000040887	ENSTGUT00000040887.1	0.0453	0.2678
ENSTGUG00000002932	ENSTGUG00000002932.2	ENSTGUT00000028528	ENSTGUT00000028528.1	0.0453	0.2678
ENSTGUG00000002932	ENSTGUG00000002932.2	ENSTGUT00000043481	ENSTGUT00000043481.1	0.0453	0.2678
ENSTGUG00000002932	ENSTGUG00000002932.2	ENSTGUT00000034940	ENSTGUT00000034940.1	0.0453	0.2678
ENSTGUG00000002932	ENSTGUG00000002932.2	ENSTGUT00000044728	ENSTGUT00000044728.1	0.0453	0.2678
ENSTGUG00000009533	ENSTGUG00000009533.2	ENSTGUT00000009933	ENSTGUT00000009933.2	0.0919	0.6263
ENSTGUG00000007209	ENSTGUG00000007209.2	ENSTGUT00000007524	ENSTGUT00000007524.2	0.0342	0.3401
ENSTGUG00000007209	ENSTGUG00000007209.2	ENSTGUT00000025997	ENSTGUT00000025997.1	0.0342	0.3401
ENSTGUG00000023628	ENSTGUG00000023628.1	ENSTGUT00000040873	ENSTGUT00000040873.1	0.0288	0.4181
ENSTGUG00000023628	ENSTGUG00000023628.1	ENSTGUT00000040414	ENSTGUT00000040414.1	0.0288	0.4181
ENSTGUG00000023628	ENSTGUG00000023628.1	ENSTGUT00000013272	ENSTGUT00000013272.2	0.0288	0.4181
ENSTGUG00000012284	ENSTGUG00000012284.2	ENSTGUT00000038506	ENSTGUT00000038506.1	0.012	0.3423
ENSTGUG00000012284	ENSTGUG00000012284.2	ENSTGUT00000024123	ENSTGUT00000024123.1	0.012	0.3423
ENSTGUG00000012284	ENSTGUG00000012284.2	ENSTGUT00000021023	ENSTGUT00000021023.1	0.012	0.3423
ENSTGUG00000012284	ENSTGUG00000012284.2	ENSTGUT00000012796	ENSTGUT00000012796.2	0.012	0.3423
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2		
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.2531	0.5706
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2		
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.5264	1.4383
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.4365	0.7868
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.2969	0.6187
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2		
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.3031	0.7174
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2		
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.3665	0.7119
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.3272	0.5534
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.4228	0.7662
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.1736	0.3551
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2		
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2		
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.3077	0.553
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.3553	0.7961
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.2562	0.5958
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2		
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.1157	0.2758
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.402	0.6688
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.313	0.7414
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.3891	0.6648
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.2128	0.3551
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2		
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.1475	0.3573
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.3158	0.5689
ENSTGUG00000013201	ENSTGUG00000013201.2	ENSTGUT00000013750	ENSTGUT00000013750.2	0.1625	0.368
ENSTGUG00000011774	ENSTGUG00000011774.2	ENSTGUT00000012270	ENSTGUT00000012270.2	0.103	0.4667
ENSTGUG00000011774	ENSTGUG00000011774.2	ENSTGUT00000036814	ENSTGUT00000036814.1	0.103	0.4667
ENSTGUG00000010001	ENSTGUG00000010001.2	ENSTGUT00000010446	ENSTGUT00000010446.2	0.056	0.3823
ENSTGUG00000010001	ENSTGUG00000010001.2	ENSTGUT00000045769	ENSTGUT00000045769.1	0.056	0.3823
ENSTGUG00000010001	ENSTGUG00000010001.2	ENSTGUT00000036159	ENSTGUT00000036159.1	0.056	0.3823
ENSTGUG00000010001	ENSTGUG00000010001.2	ENSTGUT00000029786	ENSTGUT00000029786.1	0.056	0.3823
ENSTGUG00000023418	ENSTGUG00000023418.1	ENSTGUT00000032330	ENSTGUT00000032330.1		
ENSTGUG00000010796	ENSTGUG00000010796.2	ENSTGUT00000011248	ENSTGUT00000011248.2	0.1115	0.2811
ENSTGUG00000013394	ENSTGUG00000013394.2	ENSTGUT00000013949	ENSTGUT00000013949.2	0.0089	0.2364
ENSTGUG00000011487	ENSTGUG00000011487.2	ENSTGUT00000026101	ENSTGUT00000026101.1	0.0119	0.2422
ENSTGUG00000011487	ENSTGUG00000011487.2	ENSTGUT00000028432	ENSTGUT00000028432.1	0.0119	0.2422
ENSTGUG00000011487	ENSTGUG00000011487.2	ENSTGUT00000012006	ENSTGUT00000012006.2	0.0119	0.2422
ENSTGUG00000011487	ENSTGUG00000011487.2	ENSTGUT00000039985	ENSTGUT00000039985.1	0.0119	0.2422
ENSTGUG00000011487	ENSTGUG00000011487.2	ENSTGUT00000045933	ENSTGUT00000045933.1	0.0119	0.2422
ENSTGUG00000011487	ENSTGUG00000011487.2	ENSTGUT00000022800	ENSTGUT00000022800.1	0.0119	0.2422
ENSTGUG00000002013	ENSTGUG00000002013.2	ENSTGUT00000002101	ENSTGUT00000002101.2	0.0102	0.4756
ENSTGUG00000028821	ENSTGUG00000028821.1	ENSTGUT00000036443	ENSTGUT00000036443.1		
ENSTGUG00000028821	ENSTGUG00000028821.1	ENSTGUT00000041545	ENSTGUT00000041545.1		
ENSTGUG00000028821	ENSTGUG00000028821.1	ENSTGUT00000041197	ENSTGUT00000041197.1		
ENSTGUG00000028821	ENSTGUG00000028821.1	ENSTGUT00000027792	ENSTGUT00000027792.1		
ENSTGUG00000028821	ENSTGUG00000028821.1	ENSTGUT00000042933	ENSTGUT00000042933.1		
ENSTGUG00000026876	ENSTGUG00000026876.1	ENSTGUT00000027667	ENSTGUT00000027667.1		
ENSTGUG00000026876	ENSTGUG00000026876.1	ENSTGUT00000037080	ENSTGUT00000037080.1		
ENSTGUG00000010795	ENSTGUG00000010795.2	ENSTGUT00000011244	ENSTGUT00000011244.2	0.0535	0.5364
ENSTGUG00000018918	ENSTGUG00000018918.1	ENSTGUT00000029137	ENSTGUT00000029137.1		
ENSTGUG00000002977	ENSTGUG00000002977.2	ENSTGUT00000003115	ENSTGUT00000003115.2	0.058	0.3011
ENSTGUG00000002977	ENSTGUG00000002977.2	ENSTGUT00000044714	ENSTGUT00000044714.1	0.058	0.3011
ENSTGUG00000002977	ENSTGUG00000002977.2	ENSTGUT00000040641	ENSTGUT00000040641.1	0.058	0.3011
ENSTGUG00000002977	ENSTGUG00000002977.2	ENSTGUT00000024205	ENSTGUT00000024205.1	0.058	0.3011
ENSTGUG00000011860	ENSTGUG00000011860.2	ENSTGUT00000023869	ENSTGUT00000023869.1	0.0731	0.342
ENSTGUG00000011860	ENSTGUG00000011860.2	ENSTGUT00000024760	ENSTGUT00000024760.1	0.0731	0.342
ENSTGUG00000011860	ENSTGUG00000011860.2	ENSTGUT00000012353	ENSTGUT00000012353.2	0.0731	0.342
ENSTGUG00000024351	ENSTGUG00000024351.1	ENSTGUT00000027726	ENSTGUT00000027726.1		
ENSTGUG00000029117	ENSTGUG00000029117.1	ENSTGUT00000041448	ENSTGUT00000041448.1		
ENSTGUG00000026326	ENSTGUG00000026326.1	ENSTGUT00000037253	ENSTGUT00000037253.1	0.1791	0.8498
ENSTGUG00000026326	ENSTGUG00000026326.1	ENSTGUT00000020274	ENSTGUT00000020274.1	0.1791	0.8498
ENSTGUG00000026326	ENSTGUG00000026326.1	ENSTGUT00000027695	ENSTGUT00000027695.1	0.1791	0.8498
ENSTGUG00000005843	ENSTGUG00000005843.2	ENSTGUT00000006070	ENSTGUT00000006070.2	0.1656	0.4379
ENSTGUG00000026053	ENSTGUG00000026053.1	ENSTGUT00000011068	ENSTGUT00000011068.2	0.1975	0.5783
ENSTGUG00000026053	ENSTGUG00000026053.1	ENSTGUT00000024626	ENSTGUT00000024626.1	0.1975	0.5783
ENSTGUG00000026053	ENSTGUG00000026053.1	ENSTGUT00000041953	ENSTGUT00000041953.1	0.1975	0.5783
ENSTGUG00000001764	ENSTGUG00000001764.2	ENSTGUT00000029453	ENSTGUT00000029453.1	0.1078	1.2977
ENSTGUG00000001764	ENSTGUG00000001764.2	ENSTGUT00000044554	ENSTGUT00000044554.1	0.1078	1.2977
ENSTGUG00000001764	ENSTGUG00000001764.2	ENSTGUT00000001835	ENSTGUT00000001835.2	0.1078	1.2977
ENSTGUG00000001764	ENSTGUG00000001764.2	ENSTGUT00000025465	ENSTGUT00000025465.1	0.1078	1.2977
ENSTGUG00000001523	ENSTGUG00000001523.2	ENSTGUT00000001587	ENSTGUT00000001587.2	0.1088	0.731
ENSTGUG00000026758	ENSTGUG00000026758.1	ENSTGUT00000041553	ENSTGUT00000041553.1		
ENSTGUG00000024879	ENSTGUG00000024879.1	ENSTGUT00000023768	ENSTGUT00000023768.1		
ENSTGUG00000020330	ENSTGUG00000020330.1	ENSTGUT00000035631	ENSTGUT00000035631.1		
ENSTGUG00000013210	ENSTGUG00000013210.2	ENSTGUT00000031726	ENSTGUT00000031726.1	0.0317	0.2517
ENSTGUG00000013210	ENSTGUG00000013210.2	ENSTGUT00000015149	ENSTGUT00000015149.2	0.0317	0.2517
ENSTGUG00000013210	ENSTGUG00000013210.2	ENSTGUT00000039442	ENSTGUT00000039442.1	0.0317	0.2517
ENSTGUG00000013210	ENSTGUG00000013210.2	ENSTGUT00000033931	ENSTGUT00000033931.1	0.0317	0.2517
ENSTGUG00000013210	ENSTGUG00000013210.2	ENSTGUT00000021841	ENSTGUT00000021841.1	0.0317	0.2517
ENSTGUG00000013210	ENSTGUG00000013210.2	ENSTGUT00000029876	ENSTGUT00000029876.1	0.0317	0.2517
ENSTGUG00000013210	ENSTGUG00000013210.2	ENSTGUT00000036270	ENSTGUT00000036270.1	0.0317	0.2517
ENSTGUG00000013210	ENSTGUG00000013210.2	ENSTGUT00000013766	ENSTGUT00000013766.2	0.0317	0.2517
ENSTGUG00000011085	ENSTGUG00000011085.2	ENSTGUT00000011552	ENSTGUT00000011552.2	0.0082	0.4478
ENSTGUG00000025029	ENSTGUG00000025029.1	ENSTGUT00000024447	ENSTGUT00000024447.1		
ENSTGUG00000028921	ENSTGUG00000028921.1	ENSTGUT00000024721	ENSTGUT00000024721.1		
ENSTGUG00000004370	ENSTGUG00000004370.2	ENSTGUT00000004550	ENSTGUT00000004550.2	0.0339	0.2907
ENSTGUG00000002104	ENSTGUG00000002104.2	ENSTGUT00000028503	ENSTGUT00000028503.1	0.0485	0.5547
ENSTGUG00000002104	ENSTGUG00000002104.2	ENSTGUT00000031780	ENSTGUT00000031780.1	0.0485	0.5547
ENSTGUG00000002104	ENSTGUG00000002104.2	ENSTGUT00000002198	ENSTGUT00000002198.2	0.0485	0.5547
ENSTGUG00000002104	ENSTGUG00000002104.2	ENSTGUT00000030813	ENSTGUT00000030813.1	0.0485	0.5547
ENSTGUG00000019928	ENSTGUG00000019928.1	ENSTGUT00000040012	ENSTGUT00000040012.1		
ENSTGUG00000021228	ENSTGUG00000021228.1	ENSTGUT00000020777	ENSTGUT00000020777.1		
ENSTGUG00000010793	ENSTGUG00000010793.2	ENSTGUT00000033572	ENSTGUT00000033572.1	0.0155	0.2512
ENSTGUG00000010793	ENSTGUG00000010793.2	ENSTGUT00000040394	ENSTGUT00000040394.1	0.0155	0.2512
ENSTGUG00000010793	ENSTGUG00000010793.2	ENSTGUT00000011243	ENSTGUT00000011243.2	0.0155	0.2512
ENSTGUG00000027290	ENSTGUG00000027290.1	ENSTGUT00000044408	ENSTGUT00000044408.1		
ENSTGUG00000022136	ENSTGUG00000022136.1	ENSTGUT00000019870	ENSTGUT00000019870.1		
ENSTGUG00000009529	ENSTGUG00000009529.2	ENSTGUT00000028696	ENSTGUT00000028696.1	0.1964	0.4705
ENSTGUG00000009529	ENSTGUG00000009529.2	ENSTGUT00000009923	ENSTGUT00000009923.2	0.1964	0.4705
ENSTGUG00000021685	ENSTGUG00000021685.1	ENSTGUT00000044740	ENSTGUT00000044740.1	0	0
ENSTGUG00000011316	ENSTGUG00000011316.2	ENSTGUT00000041857	ENSTGUT00000041857.1	0.0081	0.3044
ENSTGUG00000011316	ENSTGUG00000011316.2	ENSTGUT00000011800	ENSTGUT00000011800.2	0.0081	0.3044
ENSTGUG00000005225	ENSTGUG00000005225.2	ENSTGUT00000005421	ENSTGUT00000005421.2	0.1447	1.1158
ENSTGUG00000026470	ENSTGUG00000026470.1	ENSTGUT00000035055	ENSTGUT00000035055.1		
ENSTGUG00000008554	ENSTGUG00000008554.2	ENSTGUT00000008906	ENSTGUT00000008906.2	0.1343	0.404
ENSTGUG00000012281	ENSTGUG00000012281.2	ENSTGUT00000012786	ENSTGUT00000012786.2	0.1065	0.3897
ENSTGUG00000011862	ENSTGUG00000011862.2	ENSTGUT00000012361	ENSTGUT00000012361.2	0.081	0.3841
ENSTGUG00000027690	ENSTGUG00000027690.1	ENSTGUT00000036297	ENSTGUT00000036297.1	0.0598	0.3646
ENSTGUG00000007182	ENSTGUG00000007182.2	ENSTGUT00000007490	ENSTGUT00000007490.2	0.0743	0.2678
ENSTGUG00000007182	ENSTGUG00000007182.2	ENSTGUT00000039492	ENSTGUT00000039492.1	0.0743	0.2678
ENSTGUG00000029532	ENSTGUG00000029532.1	ENSTGUT00000020780	ENSTGUT00000020780.1	0.2615	2.9997
ENSTGUG00000011089	ENSTGUG00000011089.2	ENSTGUT00000011556	ENSTGUT00000011556.2	0.0823	0.1917
ENSTGUG00000009332	ENSTGUG00000009332.2	ENSTGUT00000009718	ENSTGUT00000009718.2	0.0521	0.6577
ENSTGUG00000024773	ENSTGUG00000024773.1	ENSTGUT00000026642	ENSTGUT00000026642.1		
ENSTGUG00000001762	ENSTGUG00000001762.2	ENSTGUT00000001834	ENSTGUT00000001834.2	0.0015	0.4771
ENSTGUG00000005228	ENSTGUG00000005228.2	ENSTGUT00000005432	ENSTGUT00000005432.2	0.0835	1.3136
ENSTGUG00000029632	ENSTGUG00000029632.1	ENSTGUT00000023493	ENSTGUT00000023493.1		
ENSTGUG00000025067	ENSTGUG00000025067.1	ENSTGUT00000026008	ENSTGUT00000026008.1		
ENSTGUG00000007392	ENSTGUG00000007392.2	ENSTGUT00000007692	ENSTGUT00000007692.2	0.1351	0.3703
ENSTGUG00000020322	ENSTGUG00000020322.1	ENSTGUT00000037149	ENSTGUT00000037149.1	0.014	0.2659
ENSTGUG00000020322	ENSTGUG00000020322.1	ENSTGUT00000036566	ENSTGUT00000036566.1	0.014	0.2659
ENSTGUG00000020322	ENSTGUG00000020322.1	ENSTGUT00000031468	ENSTGUT00000031468.1	0.014	0.2659
ENSTGUG00000020322	ENSTGUG00000020322.1	ENSTGUT00000037889	ENSTGUT00000037889.1	0.014	0.2659
ENSTGUG00000020322	ENSTGUG00000020322.1	ENSTGUT00000026165	ENSTGUT00000026165.1	0.014	0.2659
ENSTGUG00000008527	ENSTGUG00000008527.2	ENSTGUT00000008895	ENSTGUT00000008895.2	0.0287	0.2531
ENSTGUG00000008527	ENSTGUG00000008527.2	ENSTGUT00000040305	ENSTGUT00000040305.1	0.0287	0.2531
ENSTGUG00000008527	ENSTGUG00000008527.2	ENSTGUT00000040788	ENSTGUT00000040788.1	0.0287	0.2531
ENSTGUG00000010876	ENSTGUG00000010876.2	ENSTGUT00000029520	ENSTGUT00000029520.1	0.0056	0.2502
ENSTGUG00000010876	ENSTGUG00000010876.2	ENSTGUT00000023933	ENSTGUT00000023933.1	0.0056	0.2502
ENSTGUG00000010876	ENSTGUG00000010876.2	ENSTGUT00000025776	ENSTGUT00000025776.1	0.0056	0.2502
ENSTGUG00000010876	ENSTGUG00000010876.2	ENSTGUT00000042917	ENSTGUT00000042917.1	0.0056	0.2502
ENSTGUG00000010876	ENSTGUG00000010876.2	ENSTGUT00000026667	ENSTGUT00000026667.1	0.0056	0.2502
ENSTGUG00000010876	ENSTGUG00000010876.2	ENSTGUT00000034046	ENSTGUT00000034046.1	0.0056	0.2502
ENSTGUG00000010876	ENSTGUG00000010876.2	ENSTGUT00000011360	ENSTGUT00000011360.2	0.0056	0.2502
ENSTGUG00000005721	ENSTGUG00000005721.2	ENSTGUT00000045592	ENSTGUT00000045592.1	0.0275	0.3216
ENSTGUG00000005721	ENSTGUG00000005721.2	ENSTGUT00000006006	ENSTGUT00000006006.2	0.0275	0.3216
ENSTGUG00000002025	ENSTGUG00000002025.2	ENSTGUT00000002114	ENSTGUT00000002114.2	0.0088	0.3966
ENSTGUG00000002025	ENSTGUG00000002025.2	ENSTGUT00000043253	ENSTGUT00000043253.1	0.0088	0.3966
ENSTGUG00000002025	ENSTGUG00000002025.2	ENSTGUT00000033005	ENSTGUT00000033005.1	0.0088	0.3966
ENSTGUG00000002025	ENSTGUG00000002025.2	ENSTGUT00000022923	ENSTGUT00000022923.1	0.0088	0.3966
ENSTGUG00000010782	ENSTGUG00000010782.2	ENSTGUT00000011241	ENSTGUT00000011241.2	0.0461	0.1731
ENSTGUG00000010782	ENSTGUG00000010782.2	ENSTGUT00000011241	ENSTGUT00000011241.2	0.1438	0.7137
ENSTGUG00000010782	ENSTGUG00000010782.2	ENSTGUT00000011241	ENSTGUT00000011241.2	0.1601	0.6609
ENSTGUG00000011771	ENSTGUG00000011771.2	ENSTGUT00000012262	ENSTGUT00000012262.2	0.0168	0.1835
ENSTGUG00000022315	ENSTGUG00000022315.1	ENSTGUT00000025681	ENSTGUT00000025681.1		
ENSTGUG00000022176	ENSTGUG00000022176.1	ENSTGUT00000029750	ENSTGUT00000029750.1		
ENSTGUG00000022176	ENSTGUG00000022176.1	ENSTGUT00000021776	ENSTGUT00000021776.1		
ENSTGUG00000010902	ENSTGUG00000010902.2	ENSTGUT00000041434	ENSTGUT00000041434.1	0.0295	0.2759
ENSTGUG00000010902	ENSTGUG00000010902.2	ENSTGUT00000011363	ENSTGUT00000011363.2	0.0295	0.2759
ENSTGUG00000010902	ENSTGUG00000010902.2	ENSTGUT00000040624	ENSTGUT00000040624.1	0.0295	0.2759
ENSTGUG00000027107	ENSTGUG00000027107.1	ENSTGUT00000037285	ENSTGUT00000037285.1		
ENSTGUG00000021032	ENSTGUG00000021032.1	ENSTGUT00000032873	ENSTGUT00000032873.1		
ENSTGUG00000005239	ENSTGUG00000005239.2	ENSTGUT00000005434	ENSTGUT00000005434.2		
ENSTGUG00000018526	ENSTGUG00000018526.2	ENSTGUT00000019009	ENSTGUT00000019009.2		
ENSTGUG00000004446	ENSTGUG00000004446.2	ENSTGUT00000004631	ENSTGUT00000004631.2	0.3626	0.8667
ENSTGUG00000004446	ENSTGUG00000004446.2	ENSTGUT00000043548	ENSTGUT00000043548.1	0.3626	0.8667
ENSTGUG00000011958	ENSTGUG00000011958.2	ENSTGUT00000012455	ENSTGUT00000012455.2	0.0492	0.7171
ENSTGUG00000011958	ENSTGUG00000011958.2	ENSTGUT00000022102	ENSTGUT00000022102.1	0.0492	0.7171
ENSTGUG00000020003	ENSTGUG00000020003.1	ENSTGUT00000038316	ENSTGUT00000038316.1		
ENSTGUG00000027230	ENSTGUG00000027230.1	ENSTGUT00000022109	ENSTGUT00000022109.1	0.0134	0.4222
ENSTGUG00000010623	ENSTGUG00000010623.2	ENSTGUT00000011067	ENSTGUT00000011067.2	0.02	0.3643
ENSTGUG00000002102	ENSTGUG00000002102.2	ENSTGUT00000002188	ENSTGUT00000002188.2	0.0726	0.2061
ENSTGUG00000029468	ENSTGUG00000029468.1	ENSTGUT00000038553	ENSTGUT00000038553.1	0.0928	0.6605
ENSTGUG00000012196	ENSTGUG00000012196.2	ENSTGUT00000041761	ENSTGUT00000041761.1	0.0116	0.3711
ENSTGUG00000012196	ENSTGUG00000012196.2	ENSTGUT00000045456	ENSTGUT00000045456.1	0.0116	0.3711
ENSTGUG00000012196	ENSTGUG00000012196.2	ENSTGUT00000035433	ENSTGUT00000035433.1	0.0116	0.3711
ENSTGUG00000012196	ENSTGUG00000012196.2	ENSTGUT00000012728	ENSTGUT00000012728.2	0.0116	0.3711
ENSTGUG00000029585	ENSTGUG00000029585.1	ENSTGUT00000041464	ENSTGUT00000041464.1		
ENSTGUG00000024300	ENSTGUG00000024300.1	ENSTGUT00000021901	ENSTGUT00000021901.1		
ENSTGUG00000019075	ENSTGUG00000019075.1	ENSTGUT00000025515	ENSTGUT00000025515.1	0.0384	0.573
ENSTGUG00000020154	ENSTGUG00000020154.1	ENSTGUT00000034689	ENSTGUT00000034689.1		
ENSTGUG00000027346	ENSTGUG00000027346.1	ENSTGUT00000032789	ENSTGUT00000032789.1		
ENSTGUG00000006374	ENSTGUG00000006374.2	ENSTGUT00000006651	ENSTGUT00000006651.2	0.0138	0.5223
ENSTGUG00000006374	ENSTGUG00000006374.2	ENSTGUT00000031245	ENSTGUT00000031245.1	0.0138	0.5223
ENSTGUG00000001520	ENSTGUG00000001520.2	ENSTGUT00000001580	ENSTGUT00000001580.2	0.063	0.7162
ENSTGUG00000001520	ENSTGUG00000001520.2	ENSTGUT00000037632	ENSTGUT00000037632.1	0.063	0.7162
ENSTGUG00000007557	ENSTGUG00000007557.2	ENSTGUT00000041994	ENSTGUT00000041994.1	0.043	0.3803
ENSTGUG00000007557	ENSTGUG00000007557.2	ENSTGUT00000007986	ENSTGUT00000007986.2	0.043	0.3803
ENSTGUG00000007557	ENSTGUG00000007557.2	ENSTGUT00000030830	ENSTGUT00000030830.1	0.043	0.3803
ENSTGUG00000005241	ENSTGUG00000005241.2	ENSTGUT00000005461	ENSTGUT00000005461.2	0.2085	1.4423
ENSTGUG00000007172	ENSTGUG00000007172.2	ENSTGUT00000007461	ENSTGUT00000007461.2	0.0696	0.3842
ENSTGUG00000001759	ENSTGUG00000001759.2	ENSTGUT00000001832	ENSTGUT00000001832.2	0.066	1.2527
ENSTGUG00000001759	ENSTGUG00000001759.2	ENSTGUT00000039599	ENSTGUT00000039599.1	0.066	1.2527
ENSTGUG00000019869	ENSTGUG00000019869.1	ENSTGUT00000042603	ENSTGUT00000042603.1		
ENSTGUG00000019869	ENSTGUG00000019869.1	ENSTGUT00000037770	ENSTGUT00000037770.1		
ENSTGUG00000003625	ENSTGUG00000003625.2	ENSTGUT00000003768	ENSTGUT00000003768.2	0.0681	1.3828
ENSTGUG00000028514	ENSTGUG00000028514.1	ENSTGUT00000023217	ENSTGUT00000023217.1	0.1573	0.4905
ENSTGUG00000028514	ENSTGUG00000028514.1	ENSTGUT00000034373	ENSTGUT00000034373.1	0.1573	0.4905
ENSTGUG00000028514	ENSTGUG00000028514.1	ENSTGUT00000006057	ENSTGUT00000006057.2	0.1573	0.4905
ENSTGUG00000028514	ENSTGUG00000028514.1	ENSTGUT00000044153	ENSTGUT00000044153.1	0.1573	0.4905
ENSTGUG00000028514	ENSTGUG00000028514.1	ENSTGUT00000025595	ENSTGUT00000025595.1	0.1573	0.4905
ENSTGUG00000009987	ENSTGUG00000009987.2	ENSTGUT00000010422	ENSTGUT00000010422.2	0.1224	0.3319
ENSTGUG00000009987	ENSTGUG00000009987.2	ENSTGUT00000022777	ENSTGUT00000022777.1	0.1224	0.3319
ENSTGUG00000012085	ENSTGUG00000012085.2	ENSTGUT00000012592	ENSTGUT00000012592.2	0.0721	0.3682
ENSTGUG00000020637	ENSTGUG00000020637.1	ENSTGUT00000023817	ENSTGUT00000023817.1	0.0959	0.3657
ENSTGUG00000026411	ENSTGUG00000026411.1	ENSTGUT00000009724	ENSTGUT00000009724.2		
ENSTGUG00000024040	ENSTGUG00000024040.1	ENSTGUT00000040108	ENSTGUT00000040108.1		
ENSTGUG00000008536	ENSTGUG00000008536.2	ENSTGUT00000026454	ENSTGUT00000026454.1	0.0322	0.2809
ENSTGUG00000008536	ENSTGUG00000008536.2	ENSTGUT00000024667	ENSTGUT00000024667.1	0.0322	0.2809
